host_since,host_response_time,host_response_rate percentage,host_is_superhost,host_total_listings_count,Number of Verication ways,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,Number of amenities,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,calendar_updated_Daysago,number_of_reviews,lates_review within a month?,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,average_price
2013,within an hour,100,t,2,8,t,t,Allston,2134,Townhouse,Private room,4,1.5,2,2,Real Bed,42,100,0,2,20,1,5,190,t,99,10,10,10,10,10,10,f,moderate,f,f,2,1,1,0,5.85,207.19
2016,within an hour,97,t,6,7,t,f,Dorchester,2122,House,Private room,5,2,1,3,Real Bed,29,204.28,40,2,15,2,0,38,t,95,10,10,10,10,8,9,t,moderate,f,f,6,1,5,0,2.54,107
2015,within an hour,90,f,1,2,t,f,Beacon Hill,2114,Apartment,Entire home/apt,2,1,2,2,Real Bed,11,0,85,2,50,2,1,4,t,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,1,1,0,0,2.45,274.66
2017,within an hour,100,t,4,7,t,t,Chinatown,2111,Apartment,Entire home/apt,5,1,2,3,Real Bed,22,200,60,4,20,3,4,111,t,97,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,4,4,0,0,3.93,317.89
2016,within an hour,100,t,3,8,t,t,Dorchester,2125,Apartment,Entire home/apt,4,2,2,2,Real Bed,29,500,60,4,60,2,0,28,t,98,10,10,10,10,10,10,f,moderate,f,f,1,1,0,0,1.54,211.81
2015,within an hour,100,t,2,7,t,f,Dorchester,2124,House,Private room,2,1.5,1,1,Real Bed,50,204.28,72.07,1,0,1,1,250,t,100,10,10,10,10,10,10,t,moderate,f,f,2,0,2,0,9.89,61.83
2014,within an hour,100,t,2,2,t,f,Jamaica Plain,2130,Apartment,Entire home/apt,6,1,3,3,Real Bed,29,1000,100,1,0,2,35,65,t,99,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,2,2,0,0,4.29,271.55
2018,within an hour,100,f,39,6,t,f,Downtown,2111,Apartment,Private room,4,1,1,2,Real Bed,10,300,55,1,0,2,0,5,t,80,9,8,10,9,10,9,f,strict_14_with_grace_period,f,f,39,10,29,0,2.68,136.36
2014,within an hour,100,t,2,4,t,t,Brighton,2135,Condominium,Private room,2,1,1,1,Real Bed,35,0,25,1,0,1,4,23,t,100,10,10,10,10,10,10,t,moderate,f,f,1,0,1,0,3.77,98.07
2014,within an hour,100,t,1,8,t,f,South End,2118,Apartment,Entire home/apt,4,1,2,2,Real Bed,41,250,50,2,35,2,14,143,t,97,10,10,10,10,10,9,f,moderate,f,f,1,1,0,0,3.43,424.37
2016,within an hour,100,t,2,7,t,f,Roxbury,2118,Apartment,Entire home/apt,6,1,2,2,Real Bed,35,400,50,2,25,2,1,25,t,96,10,10,10,10,9,9,f,moderate,f,f,1,1,0,0,2.3,246.43
2014,within an hour,100,f,7,4,t,f,Dorchester,2125,Apartment,Private room,2,1,1,1,Real Bed,28,0,10,1,0,1,42,95,t,93,10,10,10,10,10,9,f,flexible,f,f,4,0,4,0,6.06,79
2016,within an hour,100,f,38,5,t,f,Dorchester,2122,Apartment,Private room,2,2,1,0,Real Bed,38,120,45,1,15,14,49,20,t,91,9,10,10,10,8,9,f,moderate,f,f,18,1,17,0,0.85,57.64
2015,within an hour,100,t,1,9,t,f,South End,2118,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,36,204.28,65,1,0,2,0,145,t,100,10,10,10,10,10,10,f,moderate,f,f,1,1,0,0,3.99,215.65
2011,within an hour,100,f,1,5,t,t,Charlestown,2129,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa,28,200,50,1,0,1,14,34,t,98,10,10,10,10,9,10,f,moderate,f,f,1,1,0,0,0.48,109
2017,within an hour,97,f,23,8,t,t,Allston,2134,Apartment,Entire home/apt,3,1,1,2,Real Bed,15,200,85,2,40,1,1,6,t,93,9,10,9,9,10,10,t,strict_14_with_grace_period,f,f,21,21,0,0,6,226.96
2015,within an hour,100,t,1,4,t,t,Jamaica Plain,2130,House,Private room,3,1,1,2,Real Bed,35,204.28,72.07,1,0,2,21,8,t,100,10,10,10,10,10,10,f,flexible,f,f,1,0,1,0,2.86,58.9
2018,within an hour,100,t,2,2,t,f,Brighton,2135,Apartment,Entire home/apt,4,1,1,2,Real Bed,27,300,75,2,25,1,7,78,t,99,10,10,10,10,10,10,f,moderate,f,f,2,2,0,0,6.02,147.04
2012,within an hour,100,t,2,4,t,t,Dorchester,2124,House,Private room,2,1.5,1,1,Real Bed,15,204.28,72.07,1,0,2,14,13,t,98,10,10,10,10,10,10,t,flexible,f,f,1,0,1,0,3.68,71.86
2015,within a few hours,100,f,1,5,t,t,Brighton,2135,Apartment,Entire home/apt,2,1,1,1,Real Bed,19,0,25,2,25,2,7,13,t,98,10,10,10,10,10,10,f,flexible,f,f,1,1,0,0,5.42,110.06
2015,within an hour,100,t,5,5,t,t,Dorchester,2125,Guest suite,Entire home/apt,6,1,3,4,Real Bed,23,150,50,1,20,2,14,217,t,96,10,10,10,10,9,10,f,moderate,f,f,2,2,0,0,4.89,102.53
2014,within an hour,100,t,1,2,t,t,Brighton,2135,House,Private room,1,1,1,1,Real Bed,30,204.28,72.07,1,0,1,1,41,t,99,10,10,10,10,10,10,t,flexible,f,f,1,0,1,0,4.62,99.96
2017,within an hour,95,f,5,6,t,t,Dorchester,2125,House,Private room,3,1.5,1,2,Real Bed,23,150,35,2,20,1,1,118,t,89,9,8,9,9,10,8,t,flexible,f,f,5,0,5,0,4.83,71.95
2013,within an hour,100,t,1,5,t,f,Dorchester,2124,House,Private room,4,1,2,2,Real Bed,31,0,0,2,20,2,0,56,t,98,10,10,10,10,9,10,t,moderate,f,f,1,0,1,0,3.84,116.21
2019,within an hour,99,t,9,6,t,f,East Boston,2128,Condominium,Private room,2,1,1,1,Real Bed,18,200,20,1,10,1,0,27,t,95,10,10,10,10,9,9,t,moderate,f,f,9,0,9,0,8.71,69.41
2014,within an hour,100,f,5,5,t,t,Brighton,2135,Serviced apartment,Private room,2,1,1,1,Real Bed,23,1000,25,1,40,1,690,13,t,97,9,10,10,10,9,10,t,strict_14_with_grace_period,f,f,5,0,5,0,0.51,59.81
2018,within an hour,100,f,1,4,t,f,Downtown,2116,Apartment,Entire home/apt,6,1,2,2,Real Bed,28,0,150,1,0,1,7,27,t,90,9,9,10,10,9,9,f,strict_14_with_grace_period,f,f,1,1,0,0,2.96,366.58
2016,within an hour,100,f,79,4,t,f,North End,2113,Apartment,Entire home/apt,8,2,3,3,Real Bed,24,0,120,1,0,3,0,120,t,94,10,9,10,10,10,9,t,strict_14_with_grace_period,f,f,45,45,0,0,4.15,490.56
2019,within an hour,99,f,8,7,t,f,Downtown,2111,Apartment,Entire home/apt,5,1,2,2,Real Bed,28,200,120,1,0,2,3,13,t,97,10,10,9,10,10,9,t,strict_14_with_grace_period,f,f,6,6,0,0,3.68,365.65
2019,within an hour,100,t,1,6,t,f,East Boston,2128,Apartment,Entire home/apt,5,1,2,2,Real Bed,24,0,35,1,0,2,21,17,t,99,10,10,10,10,10,10,f,flexible,f,f,1,1,0,0,3.45,142.44
2016,within an hour,100,t,4,9,t,f,Dorchester,2125,Bed and breakfast,Private room,2,1,1,1,Real Bed,29,0,26,1,20,1,0,155,t,99,10,10,10,10,10,10,t,flexible,f,f,4,0,4,0,4.51,97
2018,within a day,70,f,2,1,t,f,East Boston,2128,Serviced apartment,Entire home/apt,2,1,0,1,Real Bed,20,0,100,2,50,1,1,13,t,97,10,10,9,9,10,9,t,strict_14_with_grace_period,f,f,2,2,0,0,2.03,170.51
2018,within an hour,99,f,16,8,t,t,Downtown,2116,Apartment,Entire home/apt,3,1,1,1,Real Bed,30,0,69,2,0,1,0,1,t,80,8,8,10,8,10,8,t,strict_14_with_grace_period,f,f,12,12,0,0,1,256.27
2014,within an hour,100,f,7,4,t,f,Dorchester,2125,Apartment,Private room,2,1,1,1,Real Bed,21,0,10,1,0,1,42,74,t,95,10,10,10,10,9,10,f,flexible,f,f,4,0,4,0,4.77,77.17
2018,within an hour,100,t,1,2,t,f,Roxbury,2119,Apartment,Entire home/apt,4,1,2,2,Real Bed,27,0,60,1,0,2,14,65,t,98,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,1,1,0,0,5.79,185.78
2019,within an hour,100,f,21,7,t,f,Bay Village,2116,Loft,Private room,2,1,0,1,Real Bed,17,300,45,2,15,2,0,11,t,91,9,10,10,9,10,9,t,strict_14_with_grace_period,f,f,21,1,20,0,2.8,169.69
2016,within an hour,98,f,10,4,t,t,South End,2118,Apartment,Entire home/apt,5,1,1,2,Real Bed,42,100,65,1,0,1,7,81,t,91,9,9,10,10,10,9,f,moderate,f,f,10,10,0,0,5.35,140.99
2018,within an hour,100,t,1,2,t,f,Brighton,2135,House,Entire home/apt,9,2,3,4,Real Bed,33,0,120,6,25,2,21,18,t,97,10,10,10,10,10,10,t,flexible,f,f,1,1,0,0,2.76,305.3
2013,within an hour,95,t,4,8,t,t,Charlestown,2129,Apartment,Private room,3,1,1,2,Real Bed,28,0,20,2,25,1,0,227,t,96,10,10,10,10,10,10,t,flexible,f,f,2,0,2,0,8.94,98.89
2016,within an hour,100,f,1,10,t,t,South Boston,2127,Apartment,Entire home/apt,10,2,3,5,Real Bed,41,300,95,3,20,1,0,154,t,96,10,9,10,10,10,9,t,flexible,f,f,1,1,0,0,7.15,378.15
2015,within an hour,100,t,3,6,t,t,East Boston,2128,House,Private room,2,1,1,1,Real Bed,17,0,20,1,10,1,1,91,t,98,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,3,0,3,0,10.79,67.01
2016,within a few hours,80,t,2,5,t,t,Beacon Hill,2114,Apartment,Entire home/apt,3,1,1,1,Real Bed,23,0,65,2,15,2,35,187,t,97,10,10,10,10,10,10,f,moderate,f,f,1,1,0,0,5.15,182.45
2018,within an hour,100,f,39,6,t,f,Downtown,2111,Apartment,Private room,4,1,0,2,Real Bed,6,300,55,1,0,2,0,5,t,76,8,8,8,8,10,9,t,strict_14_with_grace_period,f,f,39,10,29,0,1.18,273.8
2013,within a few hours,100,f,11,4,t,t,South End,2118,Apartment,Entire home/apt,7,1,2,3,Real Bed,16,0,160,1,0,1,1,136,t,96,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,6,6,0,0,2.4,326.77
2015,within an hour,100,t,1,1,t,f,Mission Hill,2120,Apartment,Entire home/apt,11,2,3,6,Real Bed,22,204.28,200,1,0,2,14,19,t,98,10,10,10,10,10,10,t,moderate,f,f,1,1,0,0,1.6,500
2019,within a day,100,f,3,4,t,f,Back Bay,2116,Apartment,Entire home/apt,2,1,0,1,Real Bed,12,204.28,72.07,1,0,2,14,4,t,87,9,7,10,10,10,9,t,flexible,f,f,1,1,0,0,1.54,332.24
2015,within an hour,100,t,4,5,t,t,Back Bay,2116,Apartment,Entire home/apt,2,1,0,1,Real Bed,23,200,70,1,0,2,1,271,t,97,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,2,2,0,0,6.05,214.82
2017,within an hour,100,t,2,7,t,f,Dorchester,2125,Apartment,Entire home/apt,5,1.5,2,2,Real Bed,40,100,55,4,25,1,21,66,t,99,10,10,10,10,9,10,t,strict_14_with_grace_period,f,f,1,1,0,0,2.96,138.89
2019,within an hour,100,t,1,3,t,f,Brighton,2135,Condominium,Entire home/apt,3,1,1,1,Real Bed,30,204.28,25,2,25,1,5,9,t,100,10,10,10,10,10,10,t,moderate,f,f,1,1,0,0,3.86,115.41
2014,within an hour,100,f,6,5,t,t,Brighton,2135,House,Private room,2,1,1,2,Real Bed,19,204.28,40,2,15,2,35,47,t,94,10,10,10,10,9,10,f,strict_14_with_grace_period,f,f,6,0,5,1,2.76,60
2018,within an hour,100,t,1,5,t,f,Dorchester,2125,Apartment,Private room,2,1,1,1,Real Bed,27,0,18,2,29,1,0,61,t,98,10,10,10,10,10,10,t,moderate,f,f,1,0,1,0,6.31,91.7
2019,within an hour,99,t,9,6,t,f,East Boston,2128,Condominium,Private room,2,1,1,1,Real Bed,19,200,20,1,10,1,0,29,t,99,10,10,10,10,10,10,t,moderate,f,f,9,0,9,0,9.46,65.26
2014,Not Sure,96.40529571,f,1,4,t,f,Back Bay,2116,Condominium,Entire home/apt,4,1,1,2,Real Bed,32,1500,120,1,20,30,120,5,t,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1,1,0,0,0.29,174.16
2018,within an hour,100,f,39,6,t,f,Downtown,2111,Apartment,Private room,4,1,0,2,Real Bed,5,300,55,1,0,2,0,6,t,80,8,9,9,9,10,9,t,strict_14_with_grace_period,f,f,39,10,29,0,2.31,274.39
2016,within an hour,93,f,29,6,t,t,Beacon Hill,2114,Apartment,Entire home/apt,4,1,2,2,Real Bed,31,0,85,1,0,1,0,48,t,94,10,9,10,9,10,9,t,super_strict_30,f,f,29,29,0,0,1.47,250.15
2013,within an hour,100,t,5,4,t,f,Allston,2134,Apartment,Entire home/apt,6,1,3,4,Real Bed,35,500,199,4,10,3,1,29,t,99,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1,1,0,0,1.71,219.26
2016,within an hour,100,f,6,3,t,f,Roslindale,2131,Apartment,Private room,1,1,1,1,Real Bed,18,100,25,1,10,1,2,10,t,96,10,10,10,10,8,10,f,strict_14_with_grace_period,f,f,5,2,3,0,0.92,40.35
2011,within a few hours,100,f,1,5,t,t,South End,2118,Condominium,Entire home/apt,3,1,1,1,Real Bed,27,0,50,1,0,3,0,20,t,95,10,9,9,10,10,10,t,strict_14_with_grace_period,f,f,1,1,0,0,4.55,182.76
2019,within an hour,100,f,21,7,t,f,Bay Village,2116,Apartment,Private room,1,0.5,0,1,Real Bed,17,300,45,1,0,2,0,4,t,95,10,10,9,10,10,9,t,strict_14_with_grace_period,f,f,21,1,20,0,1.79,172.21
2017,within an hour,100,t,4,10,t,t,Brighton,2135,Guest suite,Entire home/apt,2,1,1,1,Real Bed,24,200,50,1,0,2,0,128,t,95,10,10,10,9,10,9,f,moderate,f,f,4,4,0,0,7.16,107.59
2016,within an hour,100,f,1,3,t,f,West Roxbury,2132,Apartment,Entire home/apt,2,1,1,1,Real Bed,34,204.28,25,1,0,1,1,113,t,94,10,9,10,10,9,9,t,moderate,f,f,1,1,0,0,3.66,102.07
2018,within an hour,100,f,14,7,t,f,North End,2109,Apartment,Entire home/apt,6,1,3,3,Real Bed,24,0,120,1,0,3,0,73,t,89,9,9,9,10,10,9,t,strict_14_with_grace_period,f,f,8,8,0,0,4.68,346.3
2012,within an hour,100,f,1,5,t,t,East Boston,2128,Condominium,Entire home/apt,4,1,1,2,Real Bed,29,0,50,1,0,1,7,24,t,92,9,9,9,10,9,9,t,flexible,f,f,1,1,0,0,4.59,125.86
2018,within an hour,100,f,14,7,t,f,North End,2109,Apartment,Entire home/apt,6,1,3,3,Real Bed,18,0,120,1,0,3,0,51,t,87,9,9,10,10,10,9,t,strict_14_with_grace_period,f,f,8,8,0,0,3.33,327.28
2016,within an hour,100,t,4,7,t,t,Jamaica Plain,2130,Apartment,Entire home/apt,4,1,1,2,Real Bed,44,0,45,2,20,2,28,27,t,96,10,10,10,10,10,10,t,moderate,f,f,2,2,0,0,4.74,140.37
2014,within an hour,100,f,14,4,t,t,Allston,2134,House,Private room,2,1,1,1,Real Bed,17,0,0,1,35,1,21,16,t,93,9,9,10,9,9,9,f,strict_14_with_grace_period,f,f,4,0,4,0,6.32,76.22
2015,within an hour,100,t,1,4,t,t,Back Bay,2115,Apartment,Entire home/apt,2,1,0,1,Real Bed,31,200,90,1,0,2,5,121,t,98,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,1,1,0,0,3.03,250.14
2016,within a few hours,97,f,3,5,t,t,Dorchester,2122,Apartment,Entire home/apt,4,1,3,3,Real Bed,30,500,65,3,20,2,0,36,t,95,10,10,10,10,9,9,f,moderate,f,f,3,3,0,0,2.33,123.82
2014,within an hour,100,f,38,6,t,f,Back Bay,2115,Apartment,Private room,2,1.5,1,1,Real Bed,33,204.28,70,1,35,1,1,9,t,84,9,9,9,9,10,9,t,strict_14_with_grace_period,f,f,15,0,15,0,0.77,132.29
2016,within an hour,100,t,2,3,t,f,East Boston,2128,Apartment,Entire home/apt,3,1,1,1,Real Bed,31,0,30,1,0,3,1,35,t,99,10,10,10,10,10,10,t,flexible,f,f,2,2,0,0,1.87,121.57
2017,within a few hours,90,f,1,7,t,t,Allston,2134,House,Private room,4,1,1,1,Real Bed,35,100,35,1,10,2,35,84,t,93,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1,0,1,0,3.05,75.37
2018,within an hour,100,f,39,6,t,f,Downtown,2111,Apartment,Private room,4,1,1,2,Real Bed,8,300,55,1,0,2,0,2,t,70,8,8,10,6,10,7,t,strict_14_with_grace_period,f,f,39,10,29,0,2,152
2018,within an hour,99,f,15,4,t,f,Dorchester,2125,Apartment,Private room,2,2,1,1,Real Bed,38,0,70,1,0,1,120,8,t,88,9,9,9,9,9,9,t,strict_14_with_grace_period,f,f,15,1,13,1,2.26,62.61
2016,within an hour,100,f,11,3,t,f,South End,2116,Apartment,Entire home/apt,3,1,1,2,Real Bed,24,250,65,2,25,2,2,169,t,95,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,6,6,0,0,4.92,198.31
2018,within an hour,99,f,8,4,t,f,South End,2118,Apartment,Entire home/apt,5,1,2,3,Real Bed,31,150,70,1,0,1,0,17,t,91,9,10,10,9,10,9,t,strict_14_with_grace_period,f,f,5,5,0,0,3.86,231
2011,within an hour,100,f,2,8,t,f,Jamaica Plain,2130,Townhouse,Entire home/apt,8,2.5,3,4,Real Bed,40,204.28,100,1,0,4,35,5,t,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,2,2,0,0,0.42,309.26
2014,within an hour,100,f,14,4,t,t,Allston,2134,House,Private room,4,1,1,4,Real Bed,17,0,0,1,35,1,21,18,t,94,10,9,10,9,10,9,f,strict_14_with_grace_period,f,f,4,0,4,0,7.3,76.05
2015,within an hour,100,t,1,9,t,f,North End,2113,House,Entire home/apt,12,2,3,7,Real Bed,46,300,250,12,200,1,0,94,t,99,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,1,1,0,0,4.15,983.51
2017,within an hour,97,t,4,3,t,f,North End,2113,Apartment,Entire home/apt,8,1.5,2,5,Real Bed,34,250,150,5,25,2,5,52,t,99,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,4,4,0,0,3.71,424.15
2017,within an hour,100,f,1,7,t,f,Jamaica Plain,2130,House,Entire home/apt,8,3.5,4,4,Real Bed,40,5000,300,1,0,3,14,5,t,96,10,9,10,10,9,9,t,strict_14_with_grace_period,f,f,1,1,0,0,0.43,455.63
2013,within an hour,100,f,15,8,t,f,North End,2113,Condominium,Entire home/apt,7,3,3,4,Real Bed,27,500,135,6,25,2,0,86,t,95,9,9,9,10,10,9,t,super_strict_30,f,f,10,10,0,0,2.65,577.37
2015,within an hour,97,f,2,8,t,f,Allston,2134,Apartment,Private room,2,1,1,1,Real Bed,28,204.28,25,2,100,1,60,49,t,92,10,9,10,10,10,9,t,strict_14_with_grace_period,f,f,2,0,2,0,2.41,62.61
2017,within an hour,100,t,6,5,t,f,Mattapan,2126,House,Private room,2,1,1,1,Real Bed,44,204.28,72.07,2,0,1,14,59,t,98,10,10,10,10,9,10,t,moderate,f,f,6,0,6,0,5.5,76.1
2017,within an hour,71,f,1,6,t,f,Fenway,2115,Apartment,Entire home/apt,5,1.5,2,3,Real Bed,37,1000,100,5,75,2,5,69,t,96,10,10,10,9,10,10,t,moderate,f,f,1,1,0,0,3.7,219.45
2014,within an hour,100,f,2,5,t,t,Dorchester,2122,Guest suite,Entire home/apt,4,1,1,2,Real Bed,30,100,60,3,25,2,2,212,t,93,10,10,10,10,9,10,t,moderate,f,f,2,2,0,0,4.45,127.3
2017,within an hour,100,t,2,7,t,f,Brighton,2135,Apartment,Private room,2,1,1,1,Real Bed,29,204.28,12,1,10,2,0,34,t,96,10,10,10,9,9,10,f,strict_14_with_grace_period,f,f,2,0,2,0,3.39,59.65
2014,within an hour,100,f,5,8,t,t,Jamaica Plain,2130,House,Private room,2,1,1,1,Real Bed,19,100,65,1,25,1,49,30,t,86,9,9,9,10,9,9,t,strict_14_with_grace_period,f,f,3,0,3,0,0.67,68.61
2017,within an hour,100,t,4,3,t,f,Dorchester,2121,Apartment,Private room,2,1,1,1,Real Bed,47,150,45,1,0,1,14,41,t,99,10,10,10,10,9,10,t,flexible,f,f,4,1,3,0,3.87,47.06
2013,within a few hours,88,t,2,8,t,f,South End,2118,Apartment,Entire home/apt,3,1,2,2,Real Bed,19,0,120,2,50,1,21,52,t,98,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1,1,0,0,3.57,184.52
2016,within an hour,100,t,2,9,t,f,Beacon Hill,2114,Apartment,Entire home/apt,3,1,0,2,Real Bed,33,204.28,30,1,0,1,5,284,t,97,10,10,10,10,10,9,t,moderate,f,f,1,1,0,0,7.59,194.08
2012,within an hour,100,t,1,11,t,f,Charlestown,2129,Condominium,Entire home/apt,3,2,2,2,Real Bed,41,300,100,2,50,3,0,70,t,99,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1,1,0,0,1.94,283.92
2018,within an hour,100,f,9,2,t,f,Mission Hill,2120,House,Entire home/apt,9,2,5,9,Real Bed,36,0,199,8,30,1,1,47,t,96,10,9,10,10,10,9,t,strict_14_with_grace_period,f,f,8,8,0,0,4.46,476.09
2018,within an hour,100,f,2,6,t,f,Dorchester,2125,House,Private room,4,1,1,2,Real Bed,20,150,45,2,10,1,150,63,t,93,9,9,10,9,9,9,f,flexible,f,f,2,0,2,0,5.19,76.98
2015,within an hour,100,t,12,10,t,f,South Boston Waterfront,2210,Condominium,Entire home/apt,4,1,2,2,Real Bed,37,200,150,4,100,1,0,67,t,98,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,8,8,0,0,4.54,364.81
2016,within an hour,100,t,4,6,t,f,Back Bay,2115,Apartment,Entire home/apt,2,1,1,1,Real Bed,38,200,70,1,25,15,120,37,t,98,10,10,10,10,10,10,t,moderate,f,f,1,1,0,0,1.12,118.82
2017,within an hour,95,f,5,6,t,t,Dorchester,2125,House,Private room,3,1.5,1,1,Real Bed,20,150,35,2,20,1,1,68,t,90,9,8,10,9,10,9,t,flexible,f,f,5,0,5,0,3.04,63.96
2019,within an hour,100,f,4,2,t,f,Dorchester,2124,Apartment,Private room,2,1,1,1,Real Bed,23,100,45,1,0,1,14,8,t,95,10,10,9,10,9,9,t,strict_14_with_grace_period,f,f,4,0,4,0,5.11,46.65
2015,within an hour,100,t,13,7,t,t,South Boston,2127,Apartment,Entire home/apt,11,1,3,8,Real Bed,41,500,150,3,40,2,0,125,t,99,10,10,10,10,10,10,f,moderate,f,f,13,13,0,0,3.35,607.98
2014,within an hour,100,f,5,8,t,t,Jamaica Plain,2130,House,Private room,2,1,1,1,Real Bed,19,100,50,2,25,2,28,106,t,89,9,8,10,10,9,9,t,strict_14_with_grace_period,f,f,3,0,3,0,2.26,48.76
2017,within an hour,100,t,2,7,t,f,East Boston,2128,House,Private room,2,1,1,1,Real Bed,23,0,15,1,0,2,60,108,t,99,10,10,10,10,10,10,t,moderate,f,f,2,0,2,0,3.79,62.08
2011,within a few hours,100,t,1,10,t,f,Roxbury,2119,Apartment,Entire home/apt,10,2,4,5,Real Bed,45,500,80,2,25,2,7,137,t,92,10,9,10,10,8,9,f,moderate,f,f,1,1,0,0,1.42,180.11
2017,within an hour,100,t,3,5,t,f,East Boston,,Apartment,Entire home/apt,8,1,3,4,Real Bed,39,500,100,6,35,1,0,46,t,95,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,3,3,0,0,2.25,274.44
2017,within an hour,100,t,1,9,t,t,East Boston,2128,Apartment,Entire home/apt,12,2,2,7,Real Bed,38,500,100,6,50,28,28,25,t,98,10,10,10,10,9,10,t,moderate,f,f,1,1,0,0,3.85,246.83
2017,within an hour,100,f,5,8,t,t,Mattapan,2126,House,Private room,2,2,1,1,Real Bed,21,100,27,1,10,2,3,91,t,96,10,10,10,10,8,9,t,strict_14_with_grace_period,f,f,5,0,5,0,3.88,31.5
2015,within an hour,100,f,3,5,t,t,Charlestown,2129,Condominium,Entire home/apt,4,2,2,2,Real Bed,16,0,50,1,0,2,21,4,t,100,10,10,10,10,10,10,t,moderate,f,f,3,3,0,0,0.37,223.74
2017,within an hour,100,f,8,7,t,f,Fenway,2115,House,Entire home/apt,16,3,4,9,Real Bed,22,1000,199,12,15,2,0,97,t,97,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,3,3,0,0,4.83,565.28
2017,within an hour,100,f,8,7,t,f,North End,2113,Apartment,Entire home/apt,5,2,2,4,Real Bed,17,500,100,4,20,2,2,112,t,95,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,3,3,0,0,6.86,299.7
2017,within an hour,100,f,2,7,t,f,Jamaica Plain,2130,Apartment,Entire home/apt,4,1,2,2,Real Bed,23,0,70,4,20,1,21,13,t,97,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,2,2,0,0,1.07,206.39
2017,within an hour,100,f,5,8,t,t,Mattapan,2126,House,Private room,5,2,1,3,Real Bed,40,100,37,1,10,3,4,71,t,93,10,10,10,10,9,9,t,strict_14_with_grace_period,f,f,5,0,5,0,3.16,62.5
2019,within an hour,100,f,4,3,t,f,Allston,2134,Apartment,Private room,3,2,1,1,Real Bed,19,0,25,1,15,1,21,9,t,89,9,9,10,10,10,10,t,flexible,f,f,4,0,4,0,9,70.95
2012,within an hour,100,t,12,7,t,t,Downtown,2108,Loft,Entire home/apt,5,2,2,4,Real Bed,26,500,140,5,20,3,0,167,t,97,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,8,8,0,0,2.77,365.41
2013,within a few hours,90,f,3,6,t,t,Bay Village,2116,Apartment,Entire home/apt,4,1,2,2,Real Bed,23,100,100,1,0,2,7,16,t,98,10,10,10,10,10,9,f,moderate,f,f,1,1,0,0,1.04,286.71
2017,within an hour,100,t,4,3,t,t,Brighton,2135,Apartment,Entire home/apt,2,1,1,1,Real Bed,39,204.28,30,1,0,1,7,219,t,94,10,9,10,10,10,9,t,flexible,f,f,4,4,0,0,8.25,109.4
2014,within an hour,94,f,2,7,t,f,South Boston,2127,Apartment,Entire home/apt,2,1,1,1,Real Bed,21,0,33,2,15,1,1,124,t,90,10,9,10,10,10,10,f,moderate,f,f,2,2,0,0,3.18,107.07
2014,within an hour,100,t,3,6,t,t,South Boston,2127,House,Entire home/apt,7,1.5,3,3,Real Bed,48,425,69,5,20,1,3,458,t,98,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,3,3,0,0,7.89,407.08
2019,within an hour,100,f,21,7,t,f,Bay Village,2116,Loft,Private room,2,1,0,1,Real Bed,16,300,50,1,0,2,0,4,t,95,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,21,1,20,0,3.53,167.34
2013,within an hour,100,t,2,4,t,f,Roxbury,2119,Apartment,Entire home/apt,2,1,1,1,Real Bed,40,500,75,1,0,2,60,72,t,95,10,10,10,10,9,10,t,strict_14_with_grace_period,f,f,1,1,0,0,2.03,147.96
