host_response_rate.percentage,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,bed_type,Number.of.amenities,security_deposit,cleaning_fee,instant_bookable,cancellation_policy,require_guest_phone_verification,average_price,if_review_score96,sqrt.host_total_listings_count,sqrt.accommodates,sqrt.security_deposit,sqrt.number_of_reviews,HierCluster,KMeansCluster
100,2,f,East Boston,Loft,Entire home/apt,4,1,0,Real Bed,29,204.28,60,f,moderate,f,156.87,t,1.414213562,2,14.29265546,6,2,1
100,3,f,West Roxbury,Apartment,Entire home/apt,4,1,2,Real Bed,33,0,100,t,strict_14_with_grace_period,f,131.53,t,1.732050808,2,0,12.56980509,6,1
100,1,t,Jamaica Plain,Guest suite,Entire home/apt,2,1,1,Real Bed,27,0,25,t,flexible,f,134.62,t,1,1.414213562,0,16.43167673,1,1
100,1,f,South End,Condominium,Entire home/apt,2,1,1,Real Bed,22,204.28,72.07,t,strict_14_with_grace_period,f,301.39,t,1,1.414213562,14.29265546,6.782329983,6,1
93,12,f,Charlestown,Apartment,Private room,2,1,1,Real Bed,20,1000,150,f,strict_14_with_grace_period,t,395,t,3.464101615,1.414213562,31.6227766,1,1,6
96.40529571,1,t,East Boston,Condominium,Entire home/apt,3,1,1,Real Bed,24,204.28,35,f,moderate,f,72,f,1,1.732050808,14.29265546,0,1,6
96.40529571,1,f,East Boston,Apartment,Entire home/apt,4,1,1,Real Bed,14,0,50,t,moderate,f,254.98,f,1,2,0,0,3,6
98,441,t,Jamaica Plain,Apartment,Entire home/apt,2,1,0,Real Bed,32,0,100,f,moderate,t,278.21,f,21,1.414213562,0,0,1,7
99,750,f,Downtown,Apartment,Entire home/apt,3,1,0,Real Bed,21,500,89,t,strict,t,222.44,f,27.38612788,1.732050808,22.36067977,0,7,5
100,14,f,Jamaica Plain,Apartment,Private room,1,1,4,Real Bed,7,204.28,72.07,t,strict_14_with_grace_period,f,28,f,3.741657387,1,14.29265546,0,5,6
60,2,f,Fenway,Apartment,Entire home/apt,5,1,2,Real Bed,12,200,120,f,strict_14_with_grace_period,f,448.95,f,1.414213562,2.236067977,14.14213562,0,2,4
96.40529571,1,t,Back Bay,Apartment,Entire home/apt,1,1,0,Real Bed,14,204.28,72.07,f,flexible,f,170.01,f,1,1,14.29265546,0,3,6
100,5,t,Jamaica Plain,Bed and breakfast,Private room,2,3,1,Real Bed,28,0,25,t,strict_14_with_grace_period,f,182.29,f,2.236067977,1.414213562,0,0,5,6
96.40529571,1,t,South Boston,Apartment,Entire home/apt,2,1.5,1,Real Bed,12,204.28,72.07,f,flexible,f,500,f,1,1.414213562,14.29265546,0,3,6
76,114,f,South Boston Waterfront,Serviced apartment,Entire home/apt,5,1,2,Real Bed,33,0,100,f,strict_14_with_grace_period,f,553.12,f,10.67707825,2.236067977,0,0,2,7
95,10,f,Mission Hill,Apartment,Private room,1,1,5,Real Bed,10,204.28,72.07,t,strict_14_with_grace_period,f,40,f,3.16227766,1,14.29265546,0,5,6
100,699,f,Back Bay,Apartment,Entire home/apt,2,1,1,Real Bed,26,204.28,150,t,flexible,f,240,f,26.43860813,1.414213562,14.29265546,0,3,5
100,1,f,East Boston,Apartment,Private room,2,1,1,Real Bed,15,204.28,72.07,t,flexible,f,107.74,f,1,1.414213562,14.29265546,0,5,6
91,37,f,South End,Apartment,Entire home/apt,2,1,0,Real Bed,10,204.28,72.07,t,strict_14_with_grace_period,f,105.88,f,6.08276253,1.414213562,14.29265546,0,6,6
100,3,f,Mattapan,House,Private room,3,1,1,Real Bed,14,250,40,f,strict_14_with_grace_period,f,90,f,1.732050808,1.732050808,15.8113883,0,4,6
96.40529571,2,t,West Roxbury,Villa,Private room,2,1,1,Real Bed,20,204.28,72.07,t,flexible,f,103.85,f,1.414213562,1.414213562,14.29265546,0,4,6
96.40529571,2,t,Jamaica Plain,Condominium,Entire home/apt,4,1,2,Real Bed,17,204.28,72.07,f,flexible,f,120.31,f,1.414213562,2,14.29265546,0,3,6
93,528,f,Fenway,Apartment,Entire home/apt,3,1,1,Real Bed,28,0,100,f,strict_14_with_grace_period,f,491.76,f,22.97825059,1.732050808,0,0,2,7
93,528,f,Fenway,Apartment,Entire home/apt,3,1,1,Real Bed,27,0,100,f,strict_14_with_grace_period,f,510.83,f,22.97825059,1.732050808,0,0,2,7
93,528,f,Chinatown,Apartment,Entire home/apt,3,1,0,Real Bed,27,0,100,f,strict_14_with_grace_period,f,358.83,f,22.97825059,1.732050808,0,0,2,7
76,114,f,Fenway,Serviced apartment,Entire home/apt,3,1,1,Real Bed,34,0,100,f,strict_14_with_grace_period,f,499,f,10.67707825,1.732050808,0,0,2,7
100,2,t,South Boston,Apartment,Entire home/apt,4,1,2,Real Bed,9,204.28,72.07,f,moderate,f,150,f,1.414213562,2,14.29265546,0,1,6
100,149,t,Back Bay,Serviced apartment,Entire home/apt,2,1,1,Real Bed,21,204.28,72.07,f,moderate,f,219.34,f,12.20655562,1.414213562,14.29265546,0,1,6
96.40529571,1,t,South End,Apartment,Entire home/apt,4,1,1,Real Bed,14,0,120,t,flexible,f,116,f,1,2,0,0,6,6
100,5,t,Jamaica Plain,Bed and breakfast,Private room,2,3,1,Real Bed,28,0,25,t,strict_14_with_grace_period,f,177.55,f,2.236067977,1.414213562,0,0,5,6
96,16,f,Beacon Hill,Condominium,Entire home/apt,2,1,0,Real Bed,10,500,100,f,strict_14_with_grace_period,f,179,f,4,1.414213562,22.36067977,0,6,6
98,1609,t,Downtown,Apartment,Entire home/apt,5,2,2,Real Bed,28,0,139,t,strict_14_with_grace_period,f,403.22,f,40.11234224,2.236067977,0,0,7,5
93,528,f,Jamaica Plain,Apartment,Entire home/apt,3,1,1,Real Bed,29,0,100,f,strict_14_with_grace_period,f,472.41,f,22.97825059,1.732050808,0,0,2,7
76,114,f,Fenway,Apartment,Entire home/apt,3,1,1,Real Bed,31,0,100,f,strict_14_with_grace_period,f,499.14,f,10.67707825,1.732050808,0,0,2,7
98,270,t,Back Bay,Apartment,Entire home/apt,3,1,1,Real Bed,22,250,105,t,strict_14_with_grace_period,f,399,f,16.43167673,1.732050808,15.8113883,0,6,7
100,8,f,Back Bay,Hotel,Private room,2,1,1,Real Bed,26,0,0,t,flexible,f,310.65,f,2.828427125,1.414213562,0,0,5,6
99,750,f,South Boston Waterfront,Apartment,Entire home/apt,3,1,1,Real Bed,18,500,89,t,strict,t,390.92,f,27.38612788,1.732050808,22.36067977,0,7,5
100,2,t,South Boston Waterfront,Apartment,Entire home/apt,2,1,0,Real Bed,19,0,40,f,flexible,f,258.22,f,1.414213562,1.414213562,0,0,3,6
96.40529571,1,f,Jamaica Plain,Apartment,Entire home/apt,6,1,3,Real Bed,13,204.28,72.07,f,flexible,f,299,f,1,2.449489743,14.29265546,0,3,3
100,25,f,Dorchester,Apartment,Entire home/apt,3,1,3,Real Bed,25,1000,200,f,strict_14_with_grace_period,f,103.02,f,5,1.732050808,31.6227766,0,2,3
98,1609,t,Back Bay,Apartment,Entire home/apt,5,1,2,Real Bed,26,0,139,t,strict_14_with_grace_period,f,362.65,f,40.11234224,2.236067977,0,0,7,5
100,8,f,Back Bay,Hotel,Private room,2,1,1,Real Bed,32,0,0,t,flexible,f,883.69,f,2.828427125,1.414213562,0,0,5,7
98,12,t,Charlestown,Houseboat,Entire home/apt,4,1,1,Real Bed,14,0,159,t,strict_14_with_grace_period,f,275,f,3.464101615,2,0,0,6,6
98,20,f,Charlestown,Apartment,Private room,1,2,4,Real Bed,10,204.28,72.07,t,strict_14_with_grace_period,f,34.76,f,4.472135955,1,14.29265546,0,5,6
89,51,f,Dorchester,Apartment,Private room,1,1,1,Real Bed,16,204.28,72.07,f,strict_14_with_grace_period,f,44,f,7.141428429,1,14.29265546,0,4,6
80,2,t,Brighton,Apartment,Private room,1,1,1,Real Bed,8,204.28,72.07,t,flexible,f,42,f,1.414213562,1,14.29265546,0,5,6
100,21,f,Bay Village,Apartment,Private room,2,1,0,Real Bed,21,300,45,t,strict_14_with_grace_period,f,125,f,4.582575695,1.414213562,17.32050808,0,5,6
96.40529571,1,f,South End,Apartment,Entire home/apt,4,1,1,Real Bed,21,204.28,25,f,strict_14_with_grace_period,f,199.27,f,1,2,14.29265546,0,2,6
96.40529571,1,f,Mission Hill,Apartment,Entire home/apt,1,2,1,Real Bed,18,204.28,72.07,f,flexible,f,59,f,1,1,14.29265546,0,3,6
96.40529571,1,t,Bay Village,Apartment,Entire home/apt,2,1,0,Real Bed,11,204.28,72.07,f,flexible,f,520.6,f,1,1.414213562,14.29265546,0,3,6
97,5,f,Downtown,Condominium,Entire home/apt,3,1,0,Real Bed,15,250,85,t,strict_14_with_grace_period,f,180.24,f,2.236067977,1.732050808,15.8113883,0,6,6
96.40529571,1,f,Dorchester,Condominium,Entire home/apt,4,2,3,Real Bed,19,204.28,72.07,t,flexible,f,229.82,f,1,2,14.29265546,0,3,3
100,3,t,Dorchester,House,Entire home/apt,10,2,5,Real Bed,19,204.28,125,f,strict_14_with_grace_period,f,455.41,f,1.732050808,3.16227766,14.29265546,0,2,2
95,12,f,Back Bay,Condominium,Entire home/apt,2,1,0,Real Bed,14,500,145,f,strict_14_with_grace_period,f,179,f,3.464101615,1.414213562,22.36067977,0,6,6
100,4,f,Roxbury,Townhouse,Entire home/apt,12,1.5,4,Real Bed,19,204.28,72.07,t,flexible,f,414.27,f,2,3.464101615,14.29265546,0,3,2
98,1609,t,Back Bay,Apartment,Entire home/apt,5,2,2,Real Bed,26,0,139,t,strict_14_with_grace_period,f,424.31,f,40.11234224,2.236067977,0,0,7,5
98,441,t,Fenway,Apartment,Entire home/apt,5,2,2,Real Bed,16,0,100,f,moderate,t,420.85,f,21,2.236067977,0,0,1,7
91,11,f,Allston,Apartment,Entire home/apt,2,1,2,Real Bed,19,0,150,f,flexible,f,260,f,3.31662479,1.414213562,0,0,3,6
100,36,f,Back Bay,Apartment,Entire home/apt,3,1,1,Real Bed,13,0,0,f,flexible,f,107,f,6,1.732050808,0,0,3,6
99,750,f,Downtown,Apartment,Entire home/apt,3,1,0,Real Bed,21,500,89,t,strict,t,222.44,f,27.38612788,1.732050808,22.36067977,0,7,5
89,51,f,South Boston,Apartment,Private room,2,1,1,Real Bed,31,0,0,f,strict_14_with_grace_period,f,105,f,7.141428429,1.414213562,0,0,4,6
99,750,f,Downtown,Apartment,Entire home/apt,3,1,1,Real Bed,18,500,89,t,strict,t,221.92,f,27.38612788,1.732050808,22.36067977,0,7,5
100,3,f,Allston,Apartment,Private room,4,1,1,Real Bed,15,0,25,t,flexible,f,71.09,f,1.732050808,2,0,0,5,6
100,1,f,Allston,House,Entire home/apt,6,2.5,3,Real Bed,13,500,200,t,flexible,f,150.6,f,1,2.449489743,22.36067977,0,3,2
99,750,f,South Boston Waterfront,Apartment,Entire home/apt,3,1,0,Real Bed,25,500,89,t,strict,t,298.68,f,27.38612788,1.732050808,22.36067977,0,7,5
100,1,f,Roslindale,House,Private room,2,1.5,1,Real Bed,14,0,25,t,flexible,f,66.01,f,1,1.414213562,0,0,5,6
100,7,f,Jamaica Plain,Boutique hotel,Private room,2,1,1,Real Bed,9,204.28,72.07,t,flexible,f,152.9,f,2.645751311,1.414213562,14.29265546,0,5,6
98,441,t,Jamaica Plain,Apartment,Entire home/apt,5,1.5,2,Real Bed,32,0,100,f,moderate,t,392.16,f,21,2.236067977,0,0,1,7
76,114,f,Fenway,Serviced apartment,Entire home/apt,3,1,1,Real Bed,34,0,100,f,strict_14_with_grace_period,f,543.37,f,10.67707825,1.732050808,0,0,2,7
99,750,f,South Boston Waterfront,Apartment,Entire home/apt,3,1,0,Real Bed,25,500,89,t,strict,t,298.68,f,27.38612788,1.732050808,22.36067977,0,7,5
97,4,f,Mattapan,House,Entire home/apt,9,1,4,Real Bed,36,250,180,t,strict_14_with_grace_period,f,231.42,f,2,3,15.8113883,0,6,3
96,16,f,Back Bay,Condominium,Entire home/apt,2,1,1,Real Bed,19,500,145,f,strict_14_with_grace_period,f,133,f,4,1.414213562,22.36067977,0,6,6
93,528,f,Fenway,Apartment,Entire home/apt,3,1,1,Real Bed,25,204.28,100,f,strict_14_with_grace_period,f,510.83,f,22.97825059,1.732050808,14.29265546,0,2,7
90,1,f,Roslindale,House,Private room,2,1.5,1,Real Bed,22,204.28,72.07,t,strict_14_with_grace_period,f,45,f,1,1.414213562,14.29265546,0,5,6
93,528,f,Chinatown,Apartment,Entire home/apt,4,1,1,Real Bed,34,0,110,f,strict_14_with_grace_period,f,476.35,f,22.97825059,2,0,0,2,7
100,699,f,Downtown,Apartment,Entire home/apt,2,1,1,Real Bed,32,204.28,150,t,flexible,f,244,f,26.43860813,1.414213562,14.29265546,0,3,5
100,699,f,Mission Hill,Apartment,Entire home/apt,4,1,2,Real Bed,30,204.28,175,t,flexible,f,245,f,26.43860813,2,14.29265546,0,3,5
96.40529571,1,t,Dorchester,Apartment,Private room,1,1,1,Airbed,2,204.28,72.07,f,flexible,f,100,f,1,1,14.29265546,0,4,6
98,1609,t,Back Bay,Apartment,Entire home/apt,3,1,1,Real Bed,24,0,139,t,strict_14_with_grace_period,f,321.14,f,40.11234224,1.732050808,0,0,7,5
95,91,f,South Boston,Apartment,Private room,2,1,0,Real Bed,15,0,50,f,strict_14_with_grace_period,f,144,f,9.539392014,1.414213562,0,0,4,6
100,699,f,Beacon Hill,Apartment,Entire home/apt,4,1,2,Real Bed,27,204.28,150,t,flexible,f,255,f,26.43860813,2,14.29265546,0,3,5
99,750,f,South Boston Waterfront,Apartment,Entire home/apt,3,1,1,Real Bed,18,500,89,t,strict,t,390.92,f,27.38612788,1.732050808,22.36067977,0,7,5
96.40529571,1,t,Allston,Apartment,Entire home/apt,5,1,2,Real Bed,16,204.28,100,f,flexible,f,524,f,1,2.236067977,14.29265546,0,3,3
96.40529571,1,t,Roxbury,Apartment,Private room,2,1.5,1,Real Bed,13,204.28,72.07,f,flexible,f,180,f,1,1.414213562,14.29265546,0,4,6
93,528,f,Mission Hill,Apartment,Entire home/apt,5,1.5,2,Real Bed,27,0,100,f,strict_14_with_grace_period,f,345.68,f,22.97825059,2.236067977,0,0,2,7
89,51,f,Roxbury,House,Private room,2,1,1,Real Bed,21,0,105,f,strict_14_with_grace_period,f,77.34,f,7.141428429,1.414213562,0,0,4,6
89,51,f,Roxbury,House,Private room,2,1,1,Real Bed,18,0,105,f,strict_14_with_grace_period,f,72,f,7.141428429,1.414213562,0,0,4,6
91,37,f,Beacon Hill,Apartment,Entire home/apt,4,1,2,Real Bed,8,204.28,72.07,t,strict_14_with_grace_period,f,189.84,f,6.08276253,2,14.29265546,0,6,6
91,37,f,South End,Apartment,Entire home/apt,2,1,0,Real Bed,10,204.28,72.07,t,strict_14_with_grace_period,f,109.9,f,6.08276253,1.414213562,14.29265546,0,6,6
96.40529571,1,t,South End,Apartment,Entire home/apt,4,2,2,Real Bed,18,204.28,72.07,f,flexible,f,400,f,1,2,14.29265546,0,3,3
96.40529571,1,t,Roxbury,Apartment,Private room,2,1,1,Real Bed,10,95,15,f,flexible,f,66.6,f,1,1.414213562,9.746794345,0,4,6
98,441,t,Chinatown,Other,Entire home/apt,3,1,1,Real Bed,34,204.28,100,f,moderate,t,315.61,f,21,1.732050808,14.29265546,0,1,7
100,5,f,East Boston,House,Private room,1,1,1,Real Bed,14,204.28,30,f,flexible,f,50,f,2.236067977,1,14.29265546,0,4,6
89,51,f,South Boston,Apartment,Private room,2,1,0,Real Bed,32,0,0,f,strict_14_with_grace_period,f,105,f,7.141428429,1.414213562,0,0,4,6
76,114,f,Chinatown,Serviced apartment,Entire home/apt,5,1.5,2,Real Bed,32,0,100,f,strict_14_with_grace_period,f,593.79,f,10.67707825,2.236067977,0,0,2,7
100,39,f,Downtown,Apartment,Private room,3,1,1,Real Bed,7,300,55,t,strict_14_with_grace_period,f,142.19,f,6.244997998,1.732050808,17.32050808,0,5,6
100,8,f,Back Bay,Hotel,Private room,2,1,1,Real Bed,25,0,0,t,flexible,f,303.09,f,2.828427125,1.414213562,0,0,5,6
99,778,f,Mission Hill,Apartment,Entire home/apt,6,2,3,Real Bed,31,0,100,f,strict_14_with_grace_period,f,501.74,f,27.89265136,2.449489743,0,0,2,7
95,10,f,Fenway,Apartment,Private room,1,2,4,Real Bed,8,204.28,72.07,t,flexible,f,35,f,3.16227766,1,14.29265546,0,5,6
99,778,f,West End,Apartment,Entire home/apt,5,2,2,Real Bed,37,204.28,100,f,strict_14_with_grace_period,f,443.67,f,27.89265136,2.236067977,14.29265546,0,2,7
96.40529571,1,f,Fenway,Apartment,Entire home/apt,4,1,1,Real Bed,10,204.28,72.07,f,moderate,f,200,f,1,2,14.29265546,0,3,6
98,1609,t,West End,Apartment,Entire home/apt,5,2,2,Real Bed,25,0,139,t,strict_14_with_grace_period,f,428.17,f,40.11234224,2.236067977,0,0,7,5
93,528,f,Fenway,Apartment,Entire home/apt,5,2,2,Real Bed,28,0,100,f,strict_14_with_grace_period,f,569.13,f,22.97825059,2.236067977,0,0,2,7
100,8,f,East Boston,Apartment,Private room,2,1,1,Real Bed,14,300,50,f,moderate,f,84.39,f,2.828427125,1.414213562,17.32050808,0,5,6
99,750,f,South Boston Waterfront,Apartment,Entire home/apt,3,1,0,Real Bed,19,500,89,t,strict,t,297.46,f,27.38612788,1.732050808,22.36067977,0,7,5
99,750,f,South Boston Waterfront,Apartment,Entire home/apt,3,1,0,Real Bed,25,500,89,t,strict,t,298.44,f,27.38612788,1.732050808,22.36067977,0,7,5
100,4,t,Allston,Apartment,Entire home/apt,3,1,1,Real Bed,10,200,150,t,strict_14_with_grace_period,f,222.76,f,2,1.732050808,14.14213562,0,6,6
91,37,f,Back Bay,Apartment,Entire home/apt,3,1,1,Real Bed,10,204.28,72.07,t,strict_14_with_grace_period,f,155,f,6.08276253,1.732050808,14.29265546,0,6,6
100,3,f,Allston,Townhouse,Private room,2,1.5,1,Real Bed,17,204.28,72.07,t,flexible,f,90.59,f,1.732050808,1.414213562,14.29265546,0,5,6
93,528,f,Chinatown,Apartment,Entire home/apt,3,1,1,Real Bed,29,0,100,f,strict_14_with_grace_period,f,534.93,f,22.97825059,1.732050808,0,0,2,7
93,528,f,Fenway,Apartment,Entire home/apt,3,1,1,Real Bed,27,0,100,f,strict_14_with_grace_period,f,510.83,f,22.97825059,1.732050808,0,0,2,7
93,528,f,South Boston,Apartment,Entire home/apt,3,1,1,Real Bed,27,0,100,f,strict_14_with_grace_period,f,502.95,f,22.97825059,1.732050808,0,0,2,7
96.40529571,1,f,Mission Hill,Apartment,Entire home/apt,3,2,2,Real Bed,13,204.28,72.07,t,flexible,f,204.67,f,1,1.732050808,14.29265546,0,3,6
98,441,t,West End,Apartment,Entire home/apt,3,1,1,Real Bed,31,0,100,f,moderate,t,390.89,f,21,1.732050808,0,0,1,7
99,750,f,South Boston Waterfront,Apartment,Entire home/apt,5,2,2,Real Bed,18,500,129,t,strict,t,476.36,f,27.38612788,2.236067977,22.36067977,0,7,5
91,37,f,Back Bay,Apartment,Entire home/apt,3,1,1,Real Bed,9,204.28,72.07,t,strict_14_with_grace_period,f,169.51,f,6.08276253,1.732050808,14.29265546,0,6,6
83,6,f,Back Bay,Apartment,Entire home/apt,4,2,2,Real Bed,14,200,120,f,flexible,f,487.89,f,2.449489743,2,14.14213562,0,3,3
96.40529571,1,f,South End,Apartment,Entire home/apt,2,1,1,Real Bed,17,204.28,50,f,flexible,f,150,f,1,1.414213562,14.29265546,0,3,6
96.40529571,1,t,Brighton,Apartment,Entire home/apt,3,1,1,Real Bed,15,204.28,72.07,f,flexible,f,74,f,1,1.732050808,14.29265546,0,3,6
93,528,f,Mission Hill,Apartment,Entire home/apt,3,1,1,Real Bed,31,0,100,f,strict_14_with_grace_period,f,489.51,f,22.97825059,1.732050808,0,0,2,7
89,51,f,Roxbury,Apartment,Private room,1,1,1,Real Bed,16,204.28,72.07,f,flexible,f,140,f,7.141428429,1,14.29265546,0,4,6
90,18,f,Mission Hill,Apartment,Private room,1,1,5,Real Bed,8,204.28,72.07,t,flexible,f,35,f,4.242640687,1,14.29265546,0,5,6
99,19,f,Downtown,Apartment,Private room,2,1,1,Real Bed,26,0,60,f,strict_14_with_grace_period,f,118.07,f,4.358898944,1.414213562,0,0,4,6
96.40529571,1,f,South End,Apartment,Private room,2,1,1,Real Bed,3,204.28,72.07,f,strict_14_with_grace_period,f,120,f,1,1.414213562,14.29265546,0,4,6
96.40529571,1,t,Fenway,Condominium,Entire home/apt,4,1,1,Real Bed,18,204.28,72.07,f,strict_14_with_grace_period,f,225,f,1,2,14.29265546,0,2,6
93,528,f,Mission Hill,Apartment,Entire home/apt,5,2,2,Real Bed,27,0,100,f,strict_14_with_grace_period,f,534.88,f,22.97825059,2.236067977,0,0,2,7
98,441,t,West End,Other,Entire home/apt,4,2,2,Real Bed,32,0,100,f,moderate,t,330.97,f,21,2,0,0,1,7
76,114,f,Dorchester,Serviced apartment,Entire home/apt,5,2,2,Real Bed,33,0,100,f,strict_14_with_grace_period,f,518.41,f,10.67707825,2.236067977,0,0,2,7
100,1,f,Back Bay,Condominium,Entire home/apt,4,2,2,Real Bed,27,204.28,90,f,flexible,f,338.42,f,1,2,14.29265546,0,3,3
25,15,f,North End,Apartment,Entire home/apt,1,1,0,Real Bed,7,204.28,72.07,f,flexible,f,159.33,f,3.872983346,1,14.29265546,0,3,4
98,441,t,Fenway,Apartment,Entire home/apt,3,1,1,Real Bed,31,0,100,f,moderate,t,317.15,f,21,1.732050808,0,0,1,7
99,778,f,Back Bay,Apartment,Entire home/apt,5,2,2,Real Bed,31,0,100,f,strict_14_with_grace_period,f,459.82,f,27.89265136,2.236067977,0,0,2,7
91,37,f,South End,Apartment,Entire home/apt,2,1,0,Real Bed,10,204.28,72.07,t,strict_14_with_grace_period,f,106.61,f,6.08276253,1.414213562,14.29265546,0,6,6
96.40529571,1,t,Allston,Apartment,Entire home/apt,4,1,1,Real Bed,8,204.28,40,f,moderate,f,79,f,1,2,14.29265546,0,1,6
93,528,f,Fenway,Apartment,Entire home/apt,5,2,2,Real Bed,26,204.28,100,f,strict_14_with_grace_period,f,587.94,f,22.97825059,2.236067977,14.29265546,0,2,7
25,15,f,North End,Apartment,Entire home/apt,6,1,2,Real Bed,7,0,95,f,flexible,f,352.42,f,3.872983346,2.449489743,0,0,3,4
95,91,f,South End,Apartment,Entire home/apt,2,1,0,Real Bed,31,0,0,f,strict_14_with_grace_period,f,105,f,9.539392014,1.414213562,0,0,2,6
90,75,f,Jamaica Plain,Apartment,Entire home/apt,5,1,2,Real Bed,18,2000,150,f,strict_14_with_grace_period,f,381.71,f,8.660254038,2.236067977,44.72135955,0,2,2
96.40529571,1,f,Downtown,Condominium,Private room,4,1,1,Real Bed,21,204.28,72.07,t,flexible,f,250,f,1,2,14.29265546,0,5,6
76,114,f,Fenway,Serviced apartment,Entire home/apt,3,1,1,Real Bed,34,0,100,f,strict_14_with_grace_period,f,542.43,f,10.67707825,1.732050808,0,0,2,7
99,750,f,South Boston Waterfront,Apartment,Entire home/apt,5,2,2,Real Bed,19,500,129,t,strict,t,475.53,f,27.38612788,2.236067977,22.36067977,0,7,5
99,778,f,Mission Hill,Apartment,Entire home/apt,3,1,0,Real Bed,33,0,100,t,strict_14_with_grace_period,f,415.99,f,27.89265136,1.732050808,0,0,7,7
100,4,f,Roxbury,Apartment,Entire home/apt,6,1,1,Real Bed,15,204.28,72.07,t,strict_14_with_grace_period,f,336.62,f,2,2.449489743,14.29265546,0,6,3
99,15,f,Allston,House,Private room,2,2,1,Real Bed,37,204.28,80,t,strict_14_with_grace_period,f,99.35,f,3.872983346,1.414213562,14.29265546,0,5,6
100,14,f,Mission Hill,Apartment,Private room,1,1,5,Real Bed,7,204.28,72.07,t,strict_14_with_grace_period,f,35,f,3.741657387,1,14.29265546,0,5,6
100,699,f,Mission Hill,Apartment,Entire home/apt,2,1,1,Real Bed,31,204.28,150,t,flexible,f,222,f,26.43860813,1.414213562,14.29265546,0,3,5
91,37,f,South End,Apartment,Entire home/apt,2,1,0,Real Bed,10,204.28,72.07,t,strict_14_with_grace_period,f,110.1,f,6.08276253,1.414213562,14.29265546,0,6,6
100,7,f,Jamaica Plain,Boutique hotel,Private room,2,1,1,Real Bed,9,204.28,72.07,t,flexible,f,98,f,2.645751311,1.414213562,14.29265546,0,5,6
96.40529571,1,t,Allston,Condominium,Private room,2,1,1,Real Bed,23,200,72.07,f,strict_14_with_grace_period,f,100,f,1,1.414213562,14.14213562,0,4,6
96.40529571,1,t,South End,Apartment,Private room,2,1,1,Real Bed,16,204.28,20,f,strict_14_with_grace_period,f,61.42,f,1,1.414213562,14.29265546,0,4,6
50,1,f,Brighton,Apartment,Private room,1,1,1,Real Bed,12,1800,100,f,strict_14_with_grace_period,f,65,f,1,1,42.42640687,0,4,4
96.40529571,1,f,Downtown,Apartment,Entire home/apt,3,1,1,Real Bed,17,204.28,72.07,t,flexible,f,170,f,1,1.732050808,14.29265546,0,3,6
96.40529571,2,t,Allston,House,Private room,2,2,0,Real Bed,12,0,20,f,flexible,f,88.02,f,1.414213562,1.414213562,0,0,4,6
99,750,f,Downtown,Apartment,Entire home/apt,3,1,1,Real Bed,18,500,89,t,strict,t,221.92,f,27.38612788,1.732050808,22.36067977,0,7,5
95,3,f,Roxbury,Apartment,Entire home/apt,2,1,1,Real Bed,10,204.28,72.07,t,flexible,f,230.14,f,1.732050808,1.414213562,14.29265546,0,3,6
96.40529571,1,f,Fenway,Apartment,Entire home/apt,3,1,0,Real Bed,0,204.28,72.07,f,flexible,f,150,f,1,1.732050808,14.29265546,0,3,6
93,528,f,Mission Hill,Apartment,Entire home/apt,7,2,3,Real Bed,27,0,100,f,strict_14_with_grace_period,f,614.98,f,22.97825059,2.645751311,0,0,2,7
76,114,f,Downtown,Serviced apartment,Entire home/apt,3,1,1,Real Bed,32,0,100,f,strict_14_with_grace_period,f,545.81,f,10.67707825,1.732050808,0,0,2,7
100,699,f,South End,Apartment,Entire home/apt,2,1,1,Real Bed,32,204.28,150,t,flexible,f,204,f,26.43860813,1.414213562,14.29265546,0,3,5
100,2,f,Mission Hill,Apartment,Private room,2,1,1,Real Bed,15,204.28,72.07,t,flexible,f,59.03,f,1.414213562,1.414213562,14.29265546,0,5,6
90,30,t,Roxbury,Apartment,Private room,1,2,1,Real Bed,19,300,40,f,strict_14_with_grace_period,f,36.27,f,5.477225575,1,17.32050808,0,4,6
96.40529571,1,t,Roxbury,Apartment,Entire home/apt,4,1,2,Real Bed,11,100,75,t,flexible,f,156.36,f,1,2,10,0,6,6
96.40529571,1,f,Back Bay,Apartment,Entire home/apt,2,1,1,Real Bed,14,204.28,72.07,f,flexible,f,254.98,f,1,1.414213562,14.29265546,0,3,6
98,441,t,Mission Hill,Apartment,Entire home/apt,5,2,2,Real Bed,31,204.28,100,f,moderate,t,341.53,f,21,2.236067977,14.29265546,0,1,7
100,5,f,Dorchester,Apartment,Private room,2,1,1,Real Bed,14,150,40,t,flexible,f,84.43,f,2.236067977,1.414213562,12.24744871,0,5,6
96.40529571,1,f,South End,Condominium,Entire home/apt,2,1,1,Real Bed,10,204.28,72.07,t,flexible,f,121,f,1,1.414213562,14.29265546,0,3,6
93,528,f,Fenway,Apartment,Entire home/apt,5,2,2,Real Bed,28,0,100,f,strict_14_with_grace_period,f,569.13,f,22.97825059,2.236067977,0,0,2,7
96,8,f,North End,Condominium,Entire home/apt,2,1,0,Real Bed,17,500,145,f,strict_14_with_grace_period,f,117.03,f,2.828427125,1.414213562,22.36067977,0,6,6
