host_response_rate.percentage,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,bed_type,Number.of.amenities,security_deposit,cleaning_fee,instant_bookable,cancellation_policy,require_guest_phone_verification,average_price,if_review_score96,sqrt.host_total_listings_count,sqrt.accommodates,sqrt.security_deposit,sqrt.number_of_reviews,HierCluster,KMeansCluster
99,778,f,Downtown,Apartment,Entire home/apt,5,2,2,Real Bed,37,204.28,100,f,strict_14_with_grace_period,f,512.12,f,27.89265136,2.236067977,14.29265546,1,2,7
96.40529571,1,f,Downtown,Apartment,Entire home/apt,5,1,1,Real Bed,24,199,30,f,moderate,f,159.65,f,1,2.236067977,14.10673598,4.898979486,3,3
50,1,f,Beacon Hill,Apartment,Entire home/apt,2,1,0,Real Bed,24,204.28,72.07,t,flexible,f,123.68,t,1,1.414213562,14.29265546,3.741657387,3,4
100,25,f,Dorchester,Apartment,Private room,1,1,1,Airbed,23,500,50,f,strict_14_with_grace_period,f,34.79,f,5,1,22.36067977,3,4,6
100,2,t,Back Bay,Apartment,Entire home/apt,2,1,1,Real Bed,30,100,100,f,strict_14_with_grace_period,f,400,t,1.414213562,1.414213562,10,1,2,6
86,1,f,South Boston,Condominium,Entire home/apt,4,2,1,Real Bed,35,204.28,50,f,moderate,f,149.74,t,1,2,14.29265546,4.898979486,3,1
100,10,f,Allston,Apartment,Entire home/apt,8,1,2,Real Bed,19,0,80,f,strict_14_with_grace_period,f,286.26,t,3.16227766,2.828427125,0,2,2,3
95,91,f,South End,Apartment,Entire home/apt,2,1,0,Real Bed,31,0,0,f,strict_14_with_grace_period,f,105,f,9.539392014,1.414213562,0,2.236067977,2,1
95,91,f,South End,Apartment,Entire home/apt,2,1,0,Real Bed,31,0,0,f,strict_14_with_grace_period,f,105,f,9.539392014,1.414213562,0,2.449489743,2,1
100,1,t,Allston,Apartment,Private room,3,1,1,Real Bed,31,204.28,72.07,f,moderate,f,120,t,1,1.732050808,14.29265546,7.874007874,1,1
100,19,f,West End,Apartment,Entire home/apt,4,2,2,Real Bed,39,204.28,72.07,f,strict_14_with_grace_period,f,304.18,t,4.358898944,2,14.29265546,1.414213562,2,3
99,1070,f,Fenway,Apartment,Entire home/apt,2,1,1,Real Bed,33,400,99,t,strict_14_with_grace_period,f,254.33,t,32.71085447,1.414213562,20,2.236067977,7,5
100,3,f,Allston,Apartment,Private room,2,1,1,Real Bed,13,204.28,12,t,moderate,f,64.48,f,1.732050808,1.414213562,14.29265546,2,5,6
99,1070,f,Chinatown,Apartment,Entire home/apt,4,2.5,2,Real Bed,31,400,110,t,strict_14_with_grace_period,f,280.49,f,32.71085447,2,20,6.557438524,7,5
100,5,t,East Boston,Apartment,Private room,1,1,1,Real Bed,16,100,34,t,flexible,f,53,f,2.236067977,1,10,2.645751311,5,6
100,5,t,Brighton,Apartment,Private room,2,1,1,Real Bed,17,1500,25,t,strict_14_with_grace_period,f,58.99,f,2.236067977,1.414213562,38.72983346,6.480740698,5,6
100,1,t,Roxbury,Apartment,Entire home/apt,2,1,1,Real Bed,30,500,60,f,flexible,f,196.42,t,1,1.414213562,22.36067977,2.828427125,3,6
100,7,t,East Boston,Condominium,Entire home/apt,3,1,1,Real Bed,30,350,65,f,moderate,f,78.39,f,2.645751311,1.732050808,18.70828693,12.20655562,1,1
98,1751,f,Downtown,Apartment,Entire home/apt,5,2,2,Real Bed,35,204.28,119,t,strict_14_with_grace_period,f,406.12,f,41.84495191,2.236067977,14.29265546,2.828427125,7,5
86,8,t,Hyde Park,Apartment,Private room,1,1,1,Real Bed,20,204.28,72.07,f,flexible,f,39.82,f,2.828427125,1,14.29265546,2,4,6
99,750,f,Downtown,Apartment,Entire home/apt,3,1,1,Real Bed,18,500,89,t,strict,t,221.92,f,27.38612788,1.732050808,22.36067977,1.732050808,7,5
100,3,t,Jamaica Plain,Condominium,Entire home/apt,4,1,2,Real Bed,31,0,40,t,flexible,f,145.08,t,1.732050808,2,0,1.732050808,6,1
93,528,f,West End,Apartment,Entire home/apt,3,1,1,Real Bed,29,0,100,f,strict_14_with_grace_period,f,535.66,t,22.97825059,1.732050808,0,1,2,7
100,1,f,Jamaica Plain,House,Private room,2,1,1,Real Bed,17,100,20,f,strict_14_with_grace_period,f,50,f,1,1.414213562,10,9.219544457,4,1
100,2,t,North End,Apartment,Entire home/apt,4,1,2,Real Bed,16,200,80,t,moderate,f,150.68,f,1.414213562,2,14.14213562,2.645751311,6,6
96.40529571,1,t,South End,Apartment,Entire home/apt,3,1,1,Real Bed,21,400,40,t,moderate,f,189.4,f,1,1.732050808,20,5.656854249,6,6
99,750,f,Downtown,Apartment,Entire home/apt,3,1,1,Real Bed,21,500,89,t,strict,t,223.07,f,27.38612788,1.732050808,22.36067977,3.464101615,7,5
99,1070,f,Fenway,Apartment,Entire home/apt,2,1,1,Real Bed,33,400,99,t,strict_14_with_grace_period,f,250.5,t,32.71085447,1.414213562,20,4,7,5
80,5,f,Allston,Condominium,Private room,3,1,1,Real Bed,22,500,50,f,strict_14_with_grace_period,f,490,t,2.236067977,1.732050808,22.36067977,1.414213562,4,6
99,1070,f,Allston,Apartment,Entire home/apt,6,2,3,Real Bed,33,400,130,t,strict_14_with_grace_period,f,304.89,f,32.71085447,2.449489743,20,6.8556546,7,5
99,1070,f,Allston,Apartment,Entire home/apt,6,2,3,Real Bed,32,400,130,t,strict_14_with_grace_period,f,335.39,f,32.71085447,2.449489743,20,4.242640687,7,5
100,2,f,West Roxbury,House,Private room,4,1,1,Real Bed,39,100,30,t,flexible,f,84.02,t,1.414213562,2,10,4.242640687,5,1
89,51,f,South Boston,Apartment,Entire home/apt,2,1,0,Real Bed,28,500,105,f,strict_14_with_grace_period,f,119.19,f,7.141428429,1.414213562,22.36067977,2.236067977,2,6
95,91,f,Downtown,Apartment,Entire home/apt,4,1,0,Real Bed,21,0,100,f,strict_14_with_grace_period,f,133,f,9.539392014,2,0,1,2,6
100,18,f,Back Bay,Townhouse,Entire home/apt,11,3.5,4,Real Bed,19,750,199,f,strict_14_with_grace_period,f,991.62,t,4.242640687,3.31662479,27.38612788,1.732050808,2,2
100,8,f,Beacon Hill,Apartment,Entire home/apt,3,1,1,Real Bed,18,0,285,t,moderate,f,191.98,f,2.828427125,1.732050808,0,4.69041576,3,3
99,1070,f,South End,Apartment,Entire home/apt,4,1.5,2,Real Bed,32,400,110,t,strict_14_with_grace_period,f,259.95,f,32.71085447,2,20,1.414213562,7,5
99,1070,f,Fenway,Apartment,Entire home/apt,4,1,1,Real Bed,33,400,106,t,strict_14_with_grace_period,f,503.13,f,32.71085447,2,20,6,7,5
100,1,t,Jamaica Plain,Apartment,Entire home/apt,2,1,1,Real Bed,21,200,60,f,strict_14_with_grace_period,f,195,f,1,1.414213562,14.14213562,4,2,6
99,1070,f,Fenway,Apartment,Entire home/apt,2,1,0,Real Bed,33,400,89,t,strict_14_with_grace_period,f,230.58,f,32.71085447,1.414213562,20,2.449489743,7,5
99,1070,f,Fenway,Apartment,Entire home/apt,6,2.5,3,Real Bed,33,400,130,t,strict_14_with_grace_period,f,495.05,f,32.71085447,2.449489743,20,4.898979486,7,5
99,1070,f,Downtown,Apartment,Entire home/apt,2,1,0,Real Bed,31,400,91,t,strict_14_with_grace_period,f,471.64,f,32.71085447,1.414213562,20,3.605551275,7,5
100,21,t,Jamaica Plain,Apartment,Private room,1,1,1,Real Bed,37,204.28,72.07,f,strict_14_with_grace_period,f,85.32,t,4.582575695,1,14.29265546,3.16227766,4,1
90,2,f,Downtown,Condominium,Private room,1,1,0,Real Bed,17,204.28,72.07,f,flexible,f,57,t,1.414213562,1,14.29265546,9.433981132,4,6
100,5,f,South Boston,Apartment,Entire home/apt,17,3,5,Real Bed,34,1199,225,f,strict_14_with_grace_period,f,609.36,t,2.236067977,4.123105626,34.62657939,1.732050808,2,2
100,25,f,Dorchester,Apartment,Private room,1,1,1,Real Bed,23,500,50,f,strict_14_with_grace_period,f,33.56,f,5,1,22.36067977,1.414213562,4,6
93,29,t,Beacon Hill,Apartment,Entire home/apt,4,1,2,Real Bed,30,0,85,t,super_strict_30,f,249.77,f,5.385164807,2,0,6,6,3
99,1070,f,South End,Apartment,Entire home/apt,4,1,2,Real Bed,32,400,110,t,strict_14_with_grace_period,f,259.88,f,32.71085447,2,20,4.242640687,7,5
100,36,f,Back Bay,Apartment,Entire home/apt,4,1,1,Real Bed,35,0,120,f,strict_14_with_grace_period,f,264.16,f,6,2,0,4.582575695,2,3
99,1070,f,South Boston,Apartment,Entire home/apt,2,1,1,Real Bed,34,400,90,t,strict_14_with_grace_period,f,473.86,f,32.71085447,1.414213562,20,5.477225575,7,5
100,1,f,Mission Hill,House,Shared room,1,1.5,1,Real Bed,16,204.28,72.07,f,strict_14_with_grace_period,f,35.16,t,1,1,14.29265546,1,4,6
98,1751,f,Back Bay,Apartment,Entire home/apt,5,1,2,Real Bed,33,0,119,t,strict_14_with_grace_period,f,365.76,f,41.84495191,2.236067977,0,3.464101615,7,5
33,1,t,Allston,House,Private room,2,1,1,Real Bed,20,204.28,72.07,f,flexible,f,118.07,f,1,1.414213562,14.29265546,1,4,4
100,36,f,South End,Apartment,Entire home/apt,2,1,0,Real Bed,31,0,40,f,strict_14_with_grace_period,f,205.05,f,6,1.414213562,0,10,2,1
93,29,t,Back Bay,Apartment,Entire home/apt,4,1,1,Real Bed,31,0,70,t,super_strict_30,f,223.14,f,5.385164807,2,0,5.830951895,6,1
100,25,f,Dorchester,Apartment,Private room,1,1,1,Real Bed,35,500,50,f,strict_14_with_grace_period,f,43.28,t,5,1,22.36067977,2.236067977,4,6
100,36,f,North End,Apartment,Entire home/apt,7,1.5,2,Real Bed,33,0,165,f,strict_14_with_grace_period,f,424.32,f,6,2.645751311,0,3.741657387,2,3
100,1,t,Jamaica Plain,Townhouse,Entire home/apt,6,2.5,3,Real Bed,25,1000,100,f,strict_14_with_grace_period,f,178.67,t,1,2.449489743,31.6227766,2.645751311,2,2
100,6,f,South End,Apartment,Entire home/apt,4,1,2,Real Bed,31,400,110,t,strict_14_with_grace_period,f,260.96,f,2.449489743,2,20,2.449489743,6,3
100,1,f,Fenway,Apartment,Shared room,1,1,1,Real Bed,4,204.28,72.07,f,flexible,f,120,t,1,1,14.29265546,1,4,6
99,1070,f,Fenway,Apartment,Entire home/apt,8,3.5,4,Real Bed,31,400,160,t,strict_14_with_grace_period,f,670.96,f,32.71085447,2.828427125,20,6,7,2
99,1070,f,Allston,Apartment,Entire home/apt,4,2,2,Real Bed,36,400,110,t,strict_14_with_grace_period,f,303.67,f,32.71085447,2,20,7.211102551,7,5
93,29,t,Back Bay,Apartment,Entire home/apt,4,1.5,2,Real Bed,28,0,125,t,super_strict_30,f,219.22,f,5.385164807,2,0,3.16227766,6,3
100,2,f,South End,Loft,Private room,2,1,1,Real Bed,33,0,110,f,moderate,f,366.76,t,1.414213562,1.414213562,0,9.591663047,3,1
100,15,t,Charlestown,Apartment,Private room,2,1,1,Real Bed,12,0,45,f,flexible,f,62.58,f,3.872983346,1.414213562,0,3.872983346,4,6
100,1,f,West Roxbury,Apartment,Private room,1,1,1,Real Bed,15,204.28,72.07,t,flexible,f,75,f,1,1,14.29265546,1.414213562,5,6
100,18,f,Dorchester,House,Private room,3,2,1,Real Bed,44,150,45,t,moderate,f,273.51,f,4.242640687,1.732050808,12.24744871,5.830951895,5,1
98,270,t,Chinatown,Apartment,Entire home/apt,5,1,2,Real Bed,19,250,105,t,strict_14_with_grace_period,f,417.77,f,16.43167673,2.236067977,15.8113883,2,6,3
100,10,f,Allston,Apartment,Entire home/apt,8,1,2,Real Bed,20,0,80,f,strict_14_with_grace_period,f,254.47,f,3.16227766,2.828427125,0,1.732050808,2,3
99,1070,f,Fenway,Apartment,Entire home/apt,2,1,0,Real Bed,33,400,99,t,strict_14_with_grace_period,f,232.04,t,32.71085447,1.414213562,20,3.31662479,7,5
100,3,t,West End,Condominium,Private room,2,1,1,Real Bed,24,204.28,19,f,flexible,f,104.35,f,1.732050808,1.414213562,14.29265546,3.872983346,4,6
99,1070,f,Downtown,Apartment,Entire home/apt,2,1,1,Real Bed,31,400,91,t,strict_14_with_grace_period,f,475.12,f,32.71085447,1.414213562,20,4.123105626,7,5
100,7,f,Jamaica Plain,Apartment,Private room,1,1,1,Real Bed,13,105,25,t,flexible,f,48.6,f,2.645751311,1,10.24695077,2.449489743,5,6
100,4,t,Brighton,House,Private room,1,1,1,Real Bed,34,204.28,72.07,f,strict_14_with_grace_period,f,32.82,f,2,1,14.29265546,3.31662479,4,6
86,8,t,Hyde Park,Apartment,Private room,1,1,1,Real Bed,19,204.28,72.07,f,flexible,f,45.27,f,2.828427125,1,14.29265546,2.828427125,4,6
100,4,t,Brighton,House,Private room,1,1,1,Real Bed,34,204.28,72.07,f,strict_14_with_grace_period,f,36,f,2,1,14.29265546,2,4,6
86,8,t,Hyde Park,Apartment,Private room,1,1,1,Real Bed,20,204.28,72.07,f,strict_14_with_grace_period,f,42.19,f,2.828427125,1,14.29265546,2.645751311,4,6
80,3,f,Brighton,House,Private room,2,1.5,1,Real Bed,22,100,45,f,flexible,f,88.81,t,1.732050808,1.414213562,10,2.236067977,4,6
100,8,f,Dorchester,Condominium,Private room,1,1.5,1,Real Bed,17,204.28,20,t,flexible,f,45.24,t,2.828427125,1,14.29265546,1,5,6
100,36,f,South End,Apartment,Entire home/apt,2,1,0,Real Bed,35,0,40,f,flexible,f,193.45,t,6,1.414213562,0,1.414213562,3,1
100,3,t,Dorchester,Condominium,Entire home/apt,4,1,2,Real Bed,37,204.28,50,f,strict_14_with_grace_period,f,150,t,1.732050808,2,14.29265546,1,6,3
99,1070,f,Back Bay,Apartment,Entire home/apt,4,2,2,Real Bed,32,400,110,t,strict_14_with_grace_period,f,544.24,f,32.71085447,2,20,5,7,5
100,18,f,Dorchester,House,Private room,5,2,1,Real Bed,42,150,45,t,moderate,f,216.36,f,4.242640687,2.236067977,12.24744871,5.830951895,5,3
99,1070,f,South Boston,Apartment,Entire home/apt,4,2,2,Real Bed,33,400,110,t,strict_14_with_grace_period,f,508.96,f,32.71085447,2,20,4.582575695,7,5
92,5,t,Jamaica Plain,Apartment,Private room,2,1,1,Real Bed,23,204.28,30,t,moderate,f,64.94,f,2.236067977,1.414213562,14.29265546,5.567764363,5,6
98,441,t,Fenway,Other,Entire home/apt,5,2,2,Real Bed,34,204.28,100,f,moderate,t,420.32,f,21,2.236067977,14.29265546,3.464101615,1,7
99,1070,f,Brighton,Apartment,Entire home/apt,2,1,1,Real Bed,30,400,95,t,strict_14_with_grace_period,f,464.35,f,32.71085447,1.414213562,20,2.828427125,7,5
99,1070,f,Fenway,Apartment,Entire home/apt,2,1,1,Real Bed,33,400,99,t,strict_14_with_grace_period,f,253.35,f,32.71085447,1.414213562,20,3.872983346,7,5
88,4,f,Mattapan,House,Private room,2,1.5,1,Real Bed,49,150,49,t,strict_14_with_grace_period,f,81.23,t,2,1.414213562,12.24744871,2.645751311,5,1
99,1070,f,Downtown,Apartment,Entire home/apt,4,2.5,2,Real Bed,31,400,110,t,strict_14_with_grace_period,f,520.29,f,32.71085447,2,20,4.242640687,7,5
99,1070,f,Downtown,Apartment,Entire home/apt,4,1,2,Real Bed,32,400,110,t,strict_14_with_grace_period,f,520.57,f,32.71085447,2,20,5.744562647,7,5
99,1070,f,Downtown,Apartment,Entire home/apt,4,2,2,Real Bed,32,400,110,t,strict_14_with_grace_period,f,503.24,f,32.71085447,2,20,4.472135955,7,5
100,7,t,Roxbury,Apartment,Private room,1,1,1,Real Bed,15,204.28,72.07,t,flexible,f,35.36,t,2.645751311,1,14.29265546,2,5,6
100,5,t,East Boston,Apartment,Private room,2,1,1,Real Bed,22,100,35,t,flexible,f,58.97,t,2.236067977,1.414213562,10,2.236067977,5,6
100,37,f,Back Bay,Apartment,Entire home/apt,4,1,2,Real Bed,35,0,100,f,moderate,f,270.04,f,6.08276253,2,0,2.449489743,3,3
98,270,t,Back Bay,Apartment,Entire home/apt,6,1,2,Real Bed,29,250,105,t,strict_14_with_grace_period,f,411.56,f,16.43167673,2.449489743,15.8113883,1.732050808,6,3
100,1,f,Jamaica Plain,Apartment,Entire home/apt,2,1,0,Real Bed,12,204.28,50,f,strict_14_with_grace_period,f,238.42,t,1,1.414213562,14.29265546,2.236067977,2,6
99,1070,f,South Boston,Apartment,Entire home/apt,2,1,1,Real Bed,33,400,91,t,strict_14_with_grace_period,f,473.13,t,32.71085447,1.414213562,20,5.656854249,7,5
100,699,f,Chinatown,Apartment,Entire home/apt,2,1,1,Real Bed,32,204.28,150,t,flexible,f,249,f,26.43860813,1.414213562,14.29265546,1.414213562,3,5
99,1070,f,Brighton,Apartment,Entire home/apt,2,1,1,Real Bed,30,400,91,t,strict_14_with_grace_period,f,464.18,f,32.71085447,1.414213562,20,3.741657387,7,5
100,1,f,Roxbury,Loft,Entire home/apt,2,1,1,Real Bed,23,204.28,72.07,f,moderate,f,150,t,1,1.414213562,14.29265546,11.35781669,2,1
99,16,t,Jamaica Plain,Apartment,Entire home/apt,6,2.5,3,Real Bed,34,0,79,t,strict_14_with_grace_period,f,278.78,f,4,2.449489743,0,5.567764363,6,3
93,12,f,Downtown,Apartment,Entire home/apt,2,1,1,Real Bed,25,1000,250,f,strict_14_with_grace_period,f,146.68,f,3.464101615,1.414213562,31.6227766,5.385164807,2,3
89,51,f,South Boston,Apartment,Entire home/apt,2,1,0,Real Bed,32,500,105,f,strict_14_with_grace_period,f,134.23,f,7.141428429,1.414213562,22.36067977,2.449489743,2,6
99,1070,f,South End,Apartment,Entire home/apt,4,1,2,Real Bed,32,400,110,t,strict_14_with_grace_period,f,256.67,f,32.71085447,2,20,4.69041576,7,5
100,1,f,Dorchester,Apartment,Private room,3,1,2,Real Bed,18,204.28,72.07,f,flexible,f,82.75,f,1,1.732050808,14.29265546,9.110433579,4,1
100,5,t,South Boston Waterfront,Apartment,Entire home/apt,4,2,2,Real Bed,16,204.28,72.07,f,flexible,f,466.01,t,2.236067977,2,14.29265546,3,3,3
99,1070,f,Fenway,Apartment,Entire home/apt,2,1,1,Real Bed,33,400,82,t,strict_14_with_grace_period,f,252.32,t,32.71085447,1.414213562,20,4.358898944,7,5
99,1070,f,Allston,Apartment,Entire home/apt,2,1,1,Real Bed,36,400,93,t,strict_14_with_grace_period,f,243.48,t,32.71085447,1.414213562,20,5.656854249,7,5
99,750,f,Downtown,Apartment,Entire home/apt,3,1,0,Real Bed,21,500,89,t,strict,t,222.44,f,27.38612788,1.732050808,22.36067977,1,7,5
98,6,t,Dorchester,House,Shared room,2,1,1,Real Bed,24,204.28,10,f,strict_14_with_grace_period,f,80.1,f,2.449489743,1.414213562,14.29265546,9.797958971,4,1
87,9,t,Allston,House,Private room,1,2,1,Real Bed,23,100,25,f,flexible,f,67.85,f,3,1,10,10.72380529,4,1
100,21,f,Dorchester,House,Private room,4,1,1,Real Bed,24,0,30,f,strict_14_with_grace_period,f,56.75,t,4.582575695,2,0,1,4,6
100,6,f,Charlestown,Bed and breakfast,Private room,1,1,1,Real Bed,13,0,0,t,moderate,f,234.27,t,2.449489743,1,0,4.898979486,5,6
100,45,f,Downtown,Condominium,Entire home/apt,3,1,1,Real Bed,31,0,35,t,strict_14_with_grace_period,f,218.45,t,6.708203932,1.732050808,0,2.449489743,6,1
98,441,t,West End,Apartment,Entire home/apt,7,2,3,Real Bed,31,0,100,f,moderate,t,564.79,f,21,2.645751311,0,2.449489743,1,7
100,36,f,South End,Apartment,Entire home/apt,2,1,0,Real Bed,31,0,115,f,strict_14_with_grace_period,f,151.01,f,6,1.414213562,0,5.916079783,2,1
99,1070,f,Fenway,Apartment,Entire home/apt,2,1,1,Real Bed,31,400,81,t,strict_14_with_grace_period,f,485.94,f,32.71085447,1.414213562,20,3.741657387,7,5
99,1070,f,Back Bay,Apartment,Entire home/apt,2,1,0,Real Bed,29,400,93,t,strict_14_with_grace_period,f,235.22,f,32.71085447,1.414213562,20,6.08276253,7,5
96,4,t,Mattapan,House,Private room,2,1,0,Real Bed,21,100,25,f,strict_14_with_grace_period,f,49,f,2,1.414213562,10,11.3137085,4,1
100,3,t,Dorchester,House,Private room,2,1,1,Real Bed,42,150,25,f,moderate,f,97.51,t,1.732050808,1.414213562,12.24744871,13.15294644,1,1
100,1,t,Allston,Apartment,Private room,1,1,1,Real Bed,10,0,10,f,flexible,f,78.15,f,1,1,0,1.414213562,4,6
100,3,t,East Boston,Apartment,Entire home/apt,6,2,2,Real Bed,30,200,90,f,moderate,f,120.44,t,1.732050808,2.449489743,14.14213562,6.08276253,1,3
100,25,f,Dorchester,Apartment,Private room,1,1,1,Real Bed,27,500,50,f,strict_14_with_grace_period,f,32.46,f,5,1,22.36067977,2.449489743,4,6
99,1070,f,South End,Apartment,Entire home/apt,4,1,2,Real Bed,32,400,110,t,strict_14_with_grace_period,f,258.92,f,32.71085447,2,20,2.645751311,7,5
100,3,f,Roxbury,Apartment,Private room,1,1,1,Real Bed,39,200,50,t,strict_14_with_grace_period,f,79.86,f,1.732050808,1,14.14213562,1,5,6
80,2,f,Dorchester,Apartment,Private room,2,1,1,Real Bed,31,0,10,f,strict_14_with_grace_period,f,70.17,f,1.414213562,1.414213562,0,5.567764363,4,1
93,12,f,Mission Hill,Apartment,Entire home/apt,2,2,1,Real Bed,23,1000,150,f,strict_14_with_grace_period,f,126.14,f,3.464101615,1.414213562,31.6227766,5.656854249,2,6
100,1,f,Roslindale,House,Entire home/apt,4,1,2,Real Bed,38,0,0,f,moderate,f,150.96,t,1,2,0,4.69041576,3,1
100,10,f,Dorchester,Apartment,Private room,4,1.5,1,Real Bed,59,100,50,t,strict_14_with_grace_period,f,101.41,f,3.16227766,2,10,2,5,1
100,7,f,Dorchester,Bed and breakfast,Private room,3,1,1,Real Bed,24,0,20,t,flexible,f,237.74,t,2.645751311,1.732050808,0,2.645751311,5,1
100,2,t,Jamaica Plain,House,Private room,2,2,1,Real Bed,14,100,100,f,moderate,f,161.4,f,1.414213562,1.414213562,10,5,1,6
100,3,f,Jamaica Plain,House,Entire home/apt,7,3,4,Real Bed,28,0,125,t,moderate,f,317.65,t,1.732050808,2.645751311,0,2.449489743,6,3
100,5,t,Dorchester,Apartment,Private room,1,1,1,Real Bed,24,200,40,f,strict_14_with_grace_period,f,49.28,f,2.236067977,1,14.14213562,1.414213562,4,6
100,1,t,South End,Apartment,Entire home/apt,2,1,1,Real Bed,10,200,50,t,flexible,f,269.1,f,1,1.414213562,14.14213562,5.291502622,6,6
100,8,f,Dorchester,Condominium,Private room,1,2,1,Real Bed,17,204.28,20,f,flexible,f,40,f,2.828427125,1,14.29265546,1,4,6
100,1,t,West Roxbury,House,Private room,2,1.5,1,Real Bed,29,100,40,t,moderate,f,113.42,t,1,1.414213562,10,10.14889157,5,1
100,7,f,Jamaica Plain,Apartment,Private room,1,1,1,Real Bed,13,100,25,t,flexible,f,47.46,t,2.645751311,1,10,2.645751311,5,6
100,9,f,Brighton,House,Private room,1,1,1,Real Bed,14,300,60,f,strict_14_with_grace_period,f,44.41,f,3,1,17.32050808,2.645751311,4,6
100,1,t,South End,Apartment,Entire home/apt,2,1,1,Real Bed,31,200,65,f,moderate,f,227.12,t,1,1.414213562,14.14213562,5.744562647,1,1
100,1,t,South Boston,Apartment,Entire home/apt,2,1,1,Real Bed,18,0,72.07,f,moderate,f,265.58,f,1,1.414213562,0,5.830951895,1,1
100,36,f,South End,Apartment,Entire home/apt,4,1,1,Real Bed,35,0,60,f,strict_14_with_grace_period,f,208.75,f,6,2,0,2.449489743,2,1
100,1,f,Roslindale,House,Private room,2,1,1,Real Bed,16,204.28,30,f,strict_14_with_grace_period,f,52.4,f,1,1.414213562,14.29265546,4.358898944,4,6
100,3,f,Roxbury,Apartment,Private room,2,1,1,Real Bed,40,300,100,t,strict_14_with_grace_period,f,202.61,f,1.732050808,1.414213562,17.32050808,1,5,6
100,3,t,Charlestown,Condominium,Entire home/apt,4,2,2,Real Bed,19,204.28,75,t,flexible,f,298,t,1.732050808,2,14.29265546,2.236067977,6,3
100,3,f,Hyde Park,House,Private room,2,1,1,Real Bed,16,204.28,20,f,strict_14_with_grace_period,f,96.41,f,1.732050808,1.414213562,14.29265546,1,4,6
97,6,f,Dorchester,House,Entire home/apt,16,2,5,Real Bed,30,350,115,t,moderate,f,446.25,t,2.449489743,4,18.70828693,3,6,2
100,38,f,Dorchester,Apartment,Private room,2,2,1,Real Bed,52,150,48,f,moderate,f,55.05,f,6.164414003,1.414213562,12.24744871,2.645751311,5,1
100,38,f,Dorchester,Apartment,Entire home/apt,8,2,4,Real Bed,56,200,145,f,moderate,f,271.4,t,6.164414003,2.828427125,14.14213562,3,3,3
100,10,f,Beacon Hill,Apartment,Entire home/apt,4,1,1,Real Bed,29,0,155,t,moderate,f,212.53,t,3.16227766,2,0,3,3,3
0,1,t,Bay Village,Apartment,Private room,2,1,1,Real Bed,17,0,0,f,moderate,f,240.13,f,1,1.414213562,0,4.898979486,1,4
100,3,f,Roxbury,Apartment,Private room,2,1,1,Real Bed,36,200,50,t,strict_14_with_grace_period,f,100,f,1.732050808,1.414213562,14.14213562,1,5,6
80,1,t,East Boston,Condominium,Entire home/apt,3,1,2,Real Bed,19,204.28,50,f,strict_14_with_grace_period,f,195.59,t,1,1.732050808,14.29265546,5.830951895,2,6
99,1070,f,Brighton,Apartment,Entire home/apt,6,1,3,Real Bed,32,400,130,t,strict_14_with_grace_period,f,544.32,f,32.71085447,2.449489743,20,4.472135955,7,5
98,10,f,West End,Apartment,Entire home/apt,2,1,0,Real Bed,26,0,60,f,strict_14_with_grace_period,f,132.81,t,3.16227766,1.414213562,0,9.055385138,2,1
100,5,t,Dorchester,House,Private room,2,1,1,Real Bed,40,204.28,72.07,f,moderate,f,70.08,t,2.236067977,1.414213562,14.29265546,2.236067977,1,1
100,1,f,Charlestown,Bed and breakfast,Private room,2,1,1,Real Bed,10,204.28,72.07,f,strict_14_with_grace_period,f,141.51,f,1,1.414213562,14.29265546,6.32455532,4,6
100,1,t,Roslindale,House,Entire home/apt,3,1,2,Real Bed,23,204.28,150,f,strict_14_with_grace_period,f,130,f,1,1.732050808,14.29265546,4.472135955,2,3
100,1,f,South End,Condominium,Private room,2,1,1,Real Bed,24,204.28,25,t,flexible,f,124.85,t,1,1.414213562,14.29265546,13.37908816,5,1
98,1751,f,Back Bay,Apartment,Entire home/apt,5,1,2,Real Bed,18,0,119,t,strict_14_with_grace_period,f,365.79,f,41.84495191,2.236067977,0,3,7,5
100,2,t,North End,Apartment,Entire home/apt,4,1,1,Real Bed,11,0,30,f,moderate,f,145.73,f,1.414213562,2,0,1.732050808,1,6
96.40529571,1,t,Roslindale,Apartment,Private room,1,1,1,Real Bed,11,204.28,80,t,flexible,f,37,t,1,1,14.29265546,1.414213562,5,6
100,1,f,Dorchester,House,Shared room,2,1,1,Real Bed,20,204.28,50,f,moderate,f,112.18,t,1,1.414213562,14.29265546,2.236067977,5,6
98,6,t,Dorchester,Apartment,Entire home/apt,12,1,4,Real Bed,24,250,75,f,strict_14_with_grace_period,f,284.87,f,2.449489743,3.464101615,15.8113883,2.828427125,2,3
100,4,t,Hyde Park,House,Private room,2,1,1,Real Bed,22,0,20,f,strict_14_with_grace_period,f,47.86,f,2,1.414213562,0,7,4,1
100,1,t,Roxbury,Apartment,Entire home/apt,4,2,3,Real Bed,30,250,120,f,strict_14_with_grace_period,f,351.22,t,1,2,15.8113883,3.741657387,2,3
100,5,t,Dorchester,Apartment,Private room,1,1,1,Real Bed,24,150,30,f,strict_14_with_grace_period,f,54.07,f,2.236067977,1,12.24744871,2.645751311,4,6
